seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr18	77793295	77793313	19	*	X10891	79863	77794346	77853788	59443	+	1032	upstream	1032	RBFA
chr18	77905157	77905166	10	*	X10892	100130522	77905807	77936315	30509	+	640	upstream	640	PARD6G-AS1
chr18	77905346	77905357	12	*	X10893	100130522	77905807	77936315	30509	+	449	upstream	449	PARD6G-AS1
chr19	462216	462224	9	*	X10896	25759	416583	460996	44414	-	1219	upstream	1219	SHC2
chr19	571041	571054	14	*	X10899	682	571277	583493	12217	+	222	upstream	222	BSG
chr19	924959	924967	9	*	X10907	1820	926037	972803	46767	+	1069	upstream	1069	ARID3A
chr19	1205935	1205943	9	*	X10916	6794	1205798	1228434	22637	+	0	inside	136	STK11
chr19	1238233	1238241	9	*	X10918	255057	1229947	1237990	8044	-	242	upstream	242	CBARP
chr19	1274793	1274802	10	*	X10926	55009	1275520	1279243	3724	+	717	upstream	717	FAM174C
chr19	1275719	1275731	13	*	X10927	55009	1275520	1279243	3724	+	0	inside	198	FAM174C
chr19	1285536	1285544	9	*	X10928	1943	1286153	1301429	15277	+	608	upstream	608	EFNA2
chr19	1286402	1286411	10	*	X10929	1943	1286153	1301429	15277	+	0	inside	248	EFNA2
chr19	1383720	1383729	10	*	X10931	374291	1383526	1395588	12063	+	0	inside	193	NDUFS7
chr19	1401592	1401603	12	*	X10932	2593	1397025	1401569	4545	-	22	upstream	22	GAMT
chr19	1407288	1407303	16	*	X10933	26528	1407584	1435682	28099	+	280	upstream	280	DAZAP1
chr19	1407309	1407333	25	*	X10934	26528	1407584	1435682	28099	+	250	upstream	250	DAZAP1
chr19	1438326	1438341	16	*	X10935	6209	1438363	1440492	2130	+	21	upstream	21	RPS15
chr19	1491197	1491206	10	*	X10938	54760	1481427	1490410	8984	-	786	upstream	786	PCSK4
chr19	1491197	1491206	10	*	X10938	92840	1491165	1497924	6760	+	0	inside	31	REEP6
chr19	1592394	1592411	18	*	X10942	53615	1576677	1592710	16034	-	0	inside	298	MBD3
chr19	1592413	1592422	10	*	X10943	53615	1576677	1592710	16034	-	0	inside	287	MBD3
chr19	1592965	1592973	9	*	X10944	53615	1576677	1592710	16034	-	254	upstream	254	MBD3
chr19	1593070	1593081	12	*	X10945	53615	1576677	1592710	16034	-	359	upstream	359	MBD3
chr19	1605480	1605493	14	*	X10946	10975	1597154	1605483	8330	-	0	overlapStart	0	UQCR11
chr19	1605540	1605548	9	*	X10947	10975	1597154	1605483	8330	-	56	upstream	56	UQCR11
chr19	1864269	1864277	9	*	X10951	83855	1852398	1863564	11167	-	704	upstream	704	KLF16
chr19	1905627	1905647	21	*	X10953	113178	1905371	1926012	20642	+	0	inside	255	SCAMP4
chr19	1905627	1905647	21	*	X10953	113179	1905371	1913446	8076	+	0	inside	255	ADAT3
chr19	2164172	2164180	9	*	X10960	84444	2164148	2232577	68430	+	0	inside	23	DOT1L
chr19	2236674	2236686	13	*	X10962	55111	2233155	2236951	3797	-	0	inside	264	PLEKHJ1
chr19	2236674	2236686	13	*	X10962	8175	2236816	2248678	11863	+	129	upstream	129	SF3A2
chr19	2308269	2308277	9	*	X10967	645191	2289774	2308156	18383	-	112	upstream	112	LINGO3
chr19	2475006	2475017	12	*	X10970	4616	2476123	2478257	2135	+	1105	upstream	1105	GADD45B
chr19	2785464	2785472	9	*	X10976	7064	2785506	2813599	28094	+	33	upstream	33	THOP1
chr19	2785485	2785494	10	*	X10977	7064	2785506	2813599	28094	+	11	upstream	11	THOP1
chr19	2945395	2945403	9	*	X10978	58492	2933216	2944969	11754	-	425	upstream	425	ZNF77
chr19	3558242	3558250	9	*	X10985	126321	3538263	3557571	19309	-	670	upstream	670	MFSD12
chr19	4124313	4124321	9	*	X11000	5605	4090320	4124126	33807	-	186	upstream	186	MAP2K2
chr19	4182964	4182996	33	*	X11001	170961	4183351	4224811	41461	+	354	upstream	354	ANKRD24
chr19	4182964	4182996	33	*	X11001	51548	4174106	4182596	8491	-	367	upstream	367	SIRT6
chr19	4670771	4670779	9	*	X11007	56005	4657557	4670415	12859	-	355	upstream	355	MYDGF
chr19	4868127	4868155	29	*	X11008	10226	4838346	4867780	29435	-	346	upstream	346	PLIN3
chr19	4909593	4909601	9	*	X11009	29128	4909510	4962165	52656	+	0	inside	82	UHRF1
chr19	4909628	4909636	9	*	X11010	29128	4909510	4962165	52656	+	0	inside	117	UHRF1
chr19	5340774	5340784	11	*	X11015	5802	5158506	5340814	182309	-	0	inside	29	PTPRS
chr19	5622852	5622869	18	*	X11017	6294	5623046	5668489	45444	+	176	upstream	176	SAFB
chr19	5622852	5622869	18	*	X11017	9667	5587010	5622938	35929	-	0	inside	68	SAFB2
chr19	5623634	5623643	10	*	X11018	9667	5587010	5622938	35929	-	695	upstream	695	SAFB2
chr19	5903810	5903818	9	*	X11024	126328	5891287	5904024	12738	-	0	inside	205	NDUFA11
chr19	5903810	5903818	9	*	X11024	2527	5865837	5904024	38188	-	0	inside	205	FUT5
chr19	5903810	5903818	9	*	X11024	400673	5904852	5910263	5412	+	1033	upstream	1033	VMAC
chr19	5903888	5903899	12	*	X11025	126328	5891287	5904024	12738	-	0	inside	124	NDUFA11
chr19	5903888	5903899	12	*	X11025	2527	5865837	5904024	38188	-	0	inside	124	FUT5
chr19	5903888	5903899	12	*	X11025	400673	5904852	5910263	5412	+	952	upstream	952	VMAC
chr19	5978165	5978176	12	*	X11026	100128568	5978414	6020374	41961	+	237	upstream	237	LOC100128568
chr19	5978165	5978176	12	*	X11026	8498	5916152	5978320	62169	-	0	inside	143	RANBP3
chr19	5978555	5978563	9	*	X11027	100128568	5978414	6020374	41961	+	0	inside	140	LOC100128568
chr19	5978555	5978563	9	*	X11027	8498	5916152	5978320	62169	-	234	upstream	234	RANBP3
chr19	6110849	6110857	9	*	X11032	5990	5993175	6110664	117490	-	184	upstream	184	RFX2
chr19	6393064	6393072	9	*	X11033	2962	6379580	6393291	13712	-	0	inside	218	GTF2F1
chr19	7660253	7660264	12	*	X11056	57662	7660788	7683196	22409	+	523	upstream	523	CAMSAP3
chr19	7660500	7660514	15	*	X11057	57662	7660788	7683196	22409	+	273	upstream	273	CAMSAP3
chr19	7660517	7660537	21	*	X11058	57662	7660788	7683196	22409	+	250	upstream	250	CAMSAP3
chr19	7745701	7745709	9	*	X11060	126003	7745707	7747748	2042	+	0	overlapStart	0	TRAPPC5
chr19	8373229	8373245	17	*	X11073	51293	8367011	8373240	6230	-	0	overlapStart	0	CD320
chr19	8373841	8373849	9	*	X11074	51293	8367011	8373240	6230	-	600	upstream	600	CD320
chr19	8455952	8455960	9	*	X11076	100507567	8439260	8455575	16316	-	376	upstream	376	RAB11B-AS1
chr19	8455952	8455960	9	*	X11076	100847049	8454174	8454264	91	-	1687	upstream	1687	MIR4999
chr19	8456260	8456270	11	*	X11077	100507567	8439260	8455575	16316	-	684	upstream	684	RAB11B-AS1
chr19	8456260	8456270	11	*	X11077	100847049	8454174	8454264	91	-	1995	upstream	1995	MIR4999
chr19	8675303	8675332	30	*	X11088	81794	8645126	8675588	30463	-	0	inside	255	ADAMTS10
chr19	8675373	8675381	9	*	X11089	81794	8645126	8675588	30463	-	0	inside	206	ADAMTS10
chr19	8675581	8675589	9	*	X11090	81794	8645126	8675588	30463	-	0	overlapStart	0	ADAMTS10
chr19	9434826	9434836	11	*	X11092	100529215	9434902	9493293	58392	+	65	upstream	65	ZNF559-ZNF177
chr19	9930678	9930688	11	*	X11095	54850	9920943	9929752	8810	-	925	upstream	925	FBXL12
chr19	10196402	10196411	10	*	X11102	55337	10196806	10203928	7123	+	394	upstream	394	SHFL
chr19	10340966	10340974	9	*	X11103	100422925	10341089	10341161	73	+	114	upstream	114	MIR4322
chr19	10341775	10341785	11	*	X11104	9294	10332109	10341948	9840	-	0	inside	162	S1PR2
chr19	10362851	10362859	9	*	X11105	51073	10362640	10370736	8097	+	0	inside	210	MRPL4
chr19	10380751	10380759	9	*	X11106	3383	10381517	10397291	15775	+	757	upstream	757	ICAM1
chr19	10400048	10400065	18	*	X11107	7087	10400655	10407454	6800	+	589	upstream	589	ICAM5
chr19	10491289	10491297	9	*	X11111	7297	10461204	10491277	30074	-	11	upstream	11	TYK2
chr19	10514040	10514048	9	*	X11112	11140	10501809	10514271	12463	-	0	inside	222	CDC37
chr19	10514844	10514902	59	*	X11113	100302213	10514134	10514214	81	-	629	upstream	629	MIR1181
chr19	10514844	10514902	59	*	X11113	11140	10501809	10514271	12463	-	572	upstream	572	CDC37
chr19	10515574	10515587	14	*	X11114	100302213	10514134	10514214	81	-	1359	upstream	1359	MIR1181
chr19	10515574	10515587	14	*	X11114	11140	10501809	10514271	12463	-	1302	upstream	1302	CDC37
chr19	10515616	10515626	11	*	X11115	100302213	10514134	10514214	81	-	1401	upstream	1401	MIR1181
chr19	10515616	10515626	11	*	X11115	11140	10501809	10514271	12463	-	1344	upstream	1344	CDC37
chr19	10515629	10515639	11	*	X11116	100302213	10514134	10514214	81	-	1414	upstream	1414	MIR1181
chr19	10515629	10515639	11	*	X11116	11140	10501809	10514271	12463	-	1357	upstream	1357	CDC37
chr19	10516187	10516199	13	*	X11117	100302213	10514134	10514214	81	-	1972	upstream	1972	MIR1181
chr19	10516187	10516199	13	*	X11117	11140	10501809	10514271	12463	-	1915	upstream	1915	CDC37
chr19	10676695	10676705	11	*	X11125	65095	10663761	10676702	12942	-	0	overlapStart	0	KRI1
chr19	10698014	10698022	9	*	X11126	10053	10683347	10697991	14645	-	22	upstream	22	AP1M2
chr19	10765420	10765428	9	*	X11127	147727	10762538	10764548	2011	-	871	upstream	871	ILF3-DT
chr19	10765488	10765496	9	*	X11128	147727	10762538	10764548	2011	-	939	upstream	939	ILF3-DT
chr19	10765558	10765570	13	*	X11129	147727	10762538	10764548	2011	-	1009	upstream	1009	ILF3-DT
chr19	11038657	11038667	11	*	X11130	90580	11039424	11040916	1493	+	756	upstream	756	TIMM29
chr19	11071480	11071488	9	*	X11131	6597	11071598	11172958	101361	+	109	upstream	109	SMARCA4
chr19	11071709	11071718	10	*	X11132	6597	11071598	11172958	101361	+	0	inside	110	SMARCA4
chr19	11266825	11266834	10	*	X11134	147841	11257831	11266484	8654	-	340	upstream	340	SPC24
chr19	11308395	11308407	13	*	X11135	25959	11274943	11308467	33525	-	0	inside	59	KANK2
chr19	11670158	11670166	9	*	X11142	84337	11663858	11670051	6194	-	106	upstream	106	ELOF1
chr19	12036090	12036099	10	*	X11145	284390	12035883	12091198	55316	+	0	inside	206	ZNF763
chr19	12036090	12036099	10	*	X11145	90592	12035883	12061588	25706	+	0	inside	206	ZNF700
chr19	12444284	12444293	10	*	X11147	147837	12428304	12444534	16231	-	0	inside	240	ZNF563
chr19	12511873	12511881	9	*	X11148	90576	12490003	12512088	22086	-	0	inside	206	ZNF799
chr19	12551717	12551725	9	*	X11149	10224	12540520	12551926	11407	-	0	inside	200	ZNF443
chr19	12662134	12662143	10	*	X11151	163050	12636184	12662356	26173	-	0	inside	212	ZNF564
chr19	12662134	12662143	10	*	X11151	163051	12571998	12662356	90359	-	0	inside	212	ZNF709
chr19	12792658	12792666	9	*	X11152	1725	12786531	12792701	6171	-	0	inside	34	DHPS
chr19	12792774	12792783	10	*	X11153	1725	12786531	12792701	6171	-	72	upstream	72	DHPS
chr19	12862336	12862344	9	*	X11155	54831	12863407	12869271	5865	+	1062	upstream	1062	BEST2
chr19	12912587	12912595	9	*	X11160	7001	12907634	12912724	5091	-	0	inside	128	PRDX2
chr19	13001431	13001445	15	*	X11165	2639	13001943	13010813	8871	+	497	upstream	497	GCDH
chr19	13001460	13001489	30	*	X11166	2639	13001943	13010813	8871	+	453	upstream	453	GCDH
chr19	13105734	13105743	10	*	X11168	4784	13106584	13209610	103027	+	840	upstream	840	NFIX
chr19	13105917	13105928	12	*	X11169	4784	13106584	13209610	103027	+	655	upstream	655	NFIX
chr19	13259683	13259691	9	*	X11171	9592	13261282	13265718	4437	+	1590	upstream	1590	IER2
chr19	13617960	13617968	9	*	X11172	773	13317256	13617274	300019	-	685	upstream	685	CACNA1A
chr19	14118094	14118105	12	*	X11177	5989	14072342	14117134	44793	-	959	upstream	959	RFX1
chr19	14142198	14142207	10	*	X11178	9466	14142552	14163717	21166	+	344	upstream	344	IL27RA
chr19	14142372	14142386	15	*	X11179	9466	14142552	14163717	21166	+	165	upstream	165	IL27RA
chr19	14196658	14196667	10	*	X11181	646457	14192444	14196607	4164	-	50	upstream	50	C19orf67
chr19	14201022	14201032	11	*	X11182	90378	14199229	14201232	2004	-	0	inside	199	SAMD1
chr19	14201500	14201516	17	*	X11183	90378	14199229	14201232	2004	-	267	upstream	267	SAMD1
chr19	14247477	14247485	9	*	X11184	100507373	14247964	14282075	34112	+	478	upstream	478	LOC100507373
chr19	14247477	14247485	9	*	X11184	55723	14230321	14247440	17120	-	36	upstream	36	ASF1B
chr19	14492073	14492117	45	*	X11188	976	14491956	14519537	27582	+	0	inside	116	ADGRE5
chr19	14544269	14544279	11	*	X11189	5585	14544166	14582679	38514	+	0	inside	102	PKN1
chr19	15121676	15121684	9	*	X11196	126402	15121539	15134083	12545	+	0	inside	136	CCDC105
chr19	15121676	15121684	9	*	X11196	6511	15060845	15121455	60611	-	220	upstream	220	SLC1A6
chr19	15122014	15122031	18	*	X11197	6511	15060845	15121455	60611	-	558	upstream	558	SLC1A6
chr19	15443400	15443408	9	*	X11207	23476	15348301	15443342	95042	-	57	upstream	57	BRD4
chr19	15490375	15490385	11	*	X11208	10270	15464332	15490612	26281	-	0	inside	226	AKAP8
chr19	15490638	15490646	9	*	X11209	10270	15464332	15490612	26281	-	25	upstream	25	AKAP8
chr19	15559550	15559560	11	*	X11210	100302127	15560359	15560419	61	+	798	upstream	798	MIR1470
chr19	15559772	15559780	9	*	X11211	100302127	15560359	15560419	61	+	578	upstream	578	MIR1470
chr19	16435061	16435069	9	*	X11217	10365	16435651	16438339	2689	+	581	upstream	581	KLF2
chr19	16583216	16583250	35	*	X11219	58513	16466055	16582823	116769	-	392	upstream	392	EPS15L1
chr19	16653409	16653420	12	*	X11220	10523	16628700	16653263	24564	-	145	upstream	145	CHERP
chr19	16739288	16739297	10	*	X11222	9441	16589868	16739015	149148	-	272	upstream	272	MED26
chr19	17137380	17137388	9	*	X11225	27151	17003762	17137625	133864	-	0	inside	236	CPAMD8
chr19	17356239	17356249	11	*	X11227	2063	17342694	17356151	13458	-	87	upstream	87	NR2F6
chr19	17357218	17357231	14	*	X11228	2063	17342694	17356151	13458	-	1066	upstream	1066	NR2F6
chr19	17357243	17357281	39	*	X11229	2063	17342694	17356151	13458	-	1091	upstream	1091	NR2F6
chr19	17580313	17580321	9	*	X11231	376497	17581300	17616977	35678	+	978	upstream	978	SLC27A1
chr19	17799380	17799388	9	*	X11233	23025	17712137	17799050	86914	-	329	upstream	329	UNC13A
chr19	18316057	18316068	12	*	X11247	5864	18307611	18314874	7264	-	1182	upstream	1182	RAB3A
chr19	18451324	18451332	9	*	X11251	54858	18451408	18480763	29356	+	75	upstream	75	PGPEP1
chr19	18451352	18451360	9	*	X11252	54858	18451408	18480763	29356	+	47	upstream	47	PGPEP1
chr19	18528787	18528796	10	*	X11256	170463	18530146	18545372	15227	+	1349	upstream	1349	SSBP4
chr19	18528859	18528872	14	*	X11257	170463	18530146	18545372	15227	+	1273	upstream	1273	SSBP4
chr19	18528887	18528895	9	*	X11258	170463	18530146	18545372	15227	+	1250	upstream	1250	SSBP4
chr19	18529012	18529023	12	*	X11259	170463	18530146	18545372	15227	+	1122	upstream	1122	SSBP4
chr19	18529045	18529055	11	*	X11260	170463	18530146	18545372	15227	+	1090	upstream	1090	SSBP4
chr19	18529969	18529994	26	*	X11261	170463	18530146	18545372	15227	+	151	upstream	151	SSBP4
chr19	18530084	18530095	12	*	X11262	170463	18530146	18545372	15227	+	50	upstream	50	SSBP4
chr19	18633439	18633447	9	*	X11265	8178	18553473	18632937	79465	-	501	upstream	501	ELL
chr19	18747820	18747828	9	*	X11270	55295	18747838	18781302	33465	+	9	upstream	9	KLHL26
chr19	18794703	18794712	10	*	X11271	23373	18794425	18893143	98719	+	0	inside	277	CRTC1
chr19	18942651	18942661	11	*	X11272	5976	18942744	18979039	36296	+	82	upstream	82	UPF1
chr19	18942707	18942715	9	*	X11273	5976	18942744	18979039	36296	+	28	upstream	28	UPF1
chr19	18942735	18942747	13	*	X11274	5976	18942744	18979039	36296	+	0	overlapStart	0	UPF1
chr19	19006721	19006729	9	*	X11276	2657	18979361	19006953	27593	-	0	inside	223	GDF1
chr19	19314386	19314394	9	*	X11277	126382	19312224	19314238	2015	-	147	upstream	147	NR2C2AP
chr19	19384509	19384517	9	*	X11283	404037	19366452	19384074	17623	-	434	upstream	434	HAPLN4
chr19	19384509	19384517	9	*	X11283	53345	19375174	19384074	8901	-	434	upstream	434	TM6SF2
chr19	19431806	19431815	10	*	X11284	23383	19431630	19469563	37934	+	0	inside	175	MAU2
chr19	19431806	19431815	10	*	X11284	57794	19387322	19431321	44000	-	484	upstream	484	SUGP1
chr19	19496733	19496747	15	*	X11285	54815	19496642	19619741	123100	+	0	inside	90	GATAD2A
chr19	30016351	30016359	9	*	X11301	342865	30017491	30055226	37736	+	1131	upstream	1131	VSTM2B
chr19	30206435	30206445	11	*	X11305	83636	30189793	30206696	16904	-	0	inside	250	C19orf12
chr19	31839938	31839946	9	*	X11316	57616	31765851	31840190	74340	-	0	inside	243	TSHZ3
chr19	32896399	32896407	9	*	X11319	147991	32896655	32976799	80145	+	247	upstream	247	DPY19L3
chr19	32896399	32896407	9	*	X11319	400684	32880956	32896445	15490	-	0	inside	37	LOC400684
chr19	33165557	33165565	9	*	X11320	388531	33166313	33169206	2894	+	747	upstream	747	RGS9BP
chr19	33167546	33167554	9	*	X11321	84079	33087907	33166102	78196	-	1443	upstream	1443	ANKRD27
chr19	33167854	33167862	9	*	X11322	84079	33087907	33166102	78196	-	1751	upstream	1751	ANKRD27
chr19	33183040	33183048	9	*	X11323	390916	33182867	33204702	21836	+	0	inside	172	NUDT19
chr19	33717096	33717139	44	*	X11326	56301	33699570	33716756	17187	-	339	upstream	339	SLC7A10
chr19	34286238	34286246	9	*	X11335	79047	34287751	34306666	18916	+	1504	upstream	1504	KCTD15
chr19	34895206	34895214	9	*	X11341	84306	34895303	34917072	21770	+	88	upstream	88	PDCD2L
chr19	34895280	34895290	11	*	X11342	84306	34895303	34917072	21770	+	12	upstream	12	PDCD2L
chr19	34919488	34919499	12	*	X11343	10054	34919268	34960798	41531	+	0	inside	219	UBA2
chr19	35455280	35455288	9	*	X11344	126375	35447258	35454953	7696	-	326	upstream	326	ZNF792
chr19	36024595	36024603	9	*	X11348	26330	36024314	36036221	11908	+	0	inside	280	GAPDHS
chr19	36247937	36247945	9	*	X11351	126393	36245467	36247930	2464	-	6	upstream	6	HSPB6
chr19	36247937	36247945	9	*	X11351	148137	36249044	36260077	11034	+	1098	upstream	1098	PROSER3
chr19	36426894	36426915	22	*	X11354	79414	36428022	36436097	8076	+	1106	upstream	1106	LRFN3
chr19	36427285	36427293	9	*	X11355	79414	36428022	36436097	8076	+	728	upstream	728	LRFN3
chr19	36604691	36604700	10	*	X11358	1155	36605888	36616849	10962	+	1187	upstream	1187	TBCB
chr19	36605867	36605878	12	*	X11359	1155	36605888	36616849	10962	+	9	upstream	9	TBCB
chr19	36705063	36705071	9	*	X11361	7705	36705504	36729675	24172	+	432	upstream	432	ZNF146
chr19	36705161	36705170	10	*	X11362	7705	36705504	36729675	24172	+	333	upstream	333	ZNF146
chr19	36705375	36705384	10	*	X11363	7705	36705504	36729675	24172	+	119	upstream	119	ZNF146
chr19	36705461	36705469	9	*	X11364	7705	36705504	36729675	24172	+	34	upstream	34	ZNF146
chr19	36909329	36909337	9	*	X11371	284406	36882861	36909550	26690	-	0	inside	212	ZFP82
chr19	36979852	36979860	9	*	X11373	728752	36980529	36981942	1414	+	668	upstream	668	LOC728752
chr19	36979989	36979997	9	*	X11374	728752	36980529	36981942	1414	+	531	upstream	531	LOC728752
chr19	36980129	36980137	9	*	X11375	728752	36980529	36981942	1414	+	391	upstream	391	LOC728752
chr19	36980165	36980174	10	*	X11376	728752	36980529	36981942	1414	+	354	upstream	354	LOC728752
chr19	36980165	36980174	10	*	X11376	84924	36936021	36980463	44443	-	0	inside	288	ZNF566
chr19	37019853	37019862	10	*	X11377	339324	37001589	37019248	17660	-	604	upstream	604	ZNF260
chr19	37095774	37095785	12	*	X11381	84911	37095719	37119499	23781	+	0	inside	54	ZNF382
chr19	37096573	37096581	9	*	X11382	57711	37034517	37096178	61662	-	394	upstream	394	ZNF529
chr19	37158053	37158062	10	*	X11385	92283	37128283	37157739	29457	-	313	upstream	313	ZNF461
chr19	37178220	37178231	12	*	X11386	163081	37178530	37214248	35719	+	298	upstream	298	ZNF567
chr19	37263426	37263434	9	*	X11389	342892	37234380	37263716	29337	-	0	inside	281	ZNF850
chr19	37263452	37263460	9	*	X11390	342892	37234380	37263716	29337	-	0	inside	255	ZNF850
chr19	37263565	37263573	9	*	X11391	342892	37234380	37263716	29337	-	0	inside	142	ZNF850
chr19	37340776	37340785	10	*	X11394	25850	37341260	37403930	62671	+	474	upstream	474	ZNF345
chr19	37342146	37342160	15	*	X11395	388536	37309224	37341689	32466	-	456	upstream	456	ZNF790
chr19	37342222	37342243	22	*	X11396	388536	37309224	37341689	32466	-	532	upstream	532	ZNF790
chr19	37407555	37407563	9	*	X11397	374899	37379026	37407193	28168	-	361	upstream	361	ZNF829
chr19	37862303	37862314	12	*	X11400	84503	37862059	37883966	21908	+	0	inside	243	ZNF527
chr19	37862317	37862328	12	*	X11401	84503	37862059	37883966	21908	+	0	inside	257	ZNF527
chr19	38086103	38086127	25	*	X11403	51276	38045684	38085673	39990	-	429	upstream	429	ZNF571
chr19	38086133	38086146	14	*	X11404	51276	38045684	38085673	39990	-	459	upstream	459	ZNF571
chr19	38147075	38147088	14	*	X11405	22835	38123389	38146368	22980	-	706	upstream	706	ZFP30
chr19	38397173	38397181	9	*	X11407	23094	38397868	38699008	301141	+	686	upstream	686	SIPA1L3
chr19	38397173	38397181	9	*	X11407	83889	38375472	38397317	21846	-	0	inside	135	WDR87
chr19	38397311	38397322	12	*	X11408	23094	38397868	38699008	301141	+	545	upstream	545	SIPA1L3
chr19	38397311	38397322	12	*	X11408	83889	38375472	38397317	21846	-	0	overlapStart	0	WDR87
chr19	38397346	38397356	11	*	X11409	23094	38397868	38699008	301141	+	511	upstream	511	SIPA1L3
chr19	38397346	38397356	11	*	X11409	83889	38375472	38397317	21846	-	28	upstream	28	WDR87
chr19	38397430	38397440	11	*	X11410	23094	38397868	38699008	301141	+	427	upstream	427	SIPA1L3
chr19	38397430	38397440	11	*	X11410	83889	38375472	38397317	21846	-	112	upstream	112	WDR87
chr19	38878933	38878941	9	*	X11418	199720	38874992	38878668	3677	-	264	upstream	264	GGN
chr19	38878933	38878941	9	*	X11418	399473	38880840	38890523	9684	+	1898	upstream	1898	SPRED3
chr19	38894038	38894046	9	*	X11419	147965	38893775	38899728	5954	+	0	inside	262	FAM98C
chr19	39109060	39109068	9	*	X11420	11184	39078281	39108643	30363	-	416	upstream	416	MAP4K1
chr19	39109060	39109068	9	*	X11420	27335	39109722	39127595	17874	+	653	upstream	653	EIF3K
chr19	39109494	39109506	13	*	X11421	11184	39078281	39108643	30363	-	850	upstream	850	MAP4K1
chr19	39109494	39109506	13	*	X11421	27335	39109722	39127595	17874	+	215	upstream	215	EIF3K
chr19	39109539	39109550	12	*	X11422	11184	39078281	39108643	30363	-	895	upstream	895	MAP4K1
chr19	39109539	39109550	12	*	X11422	27335	39109722	39127595	17874	+	171	upstream	171	EIF3K
chr19	39109691	39109700	10	*	X11423	11184	39078281	39108643	30363	-	1047	upstream	1047	MAP4K1
chr19	39109691	39109700	10	*	X11423	27335	39109722	39127595	17874	+	21	upstream	21	EIF3K
chr19	39322238	39322246	9	*	X11425	1891	39306062	39322497	16436	-	0	inside	250	ECH1
chr19	39389623	39389632	10	*	X11430	4793	39390340	39399534	9195	+	707	upstream	707	NFKBIB
chr19	39467425	39467433	9	*	X11431	115290	39432042	39466380	34339	-	1044	upstream	1044	FBXO17
chr19	39897038	39897046	9	*	X11441	7538	39897487	39900052	2566	+	440	upstream	440	ZFP36
chr19	39897126	39897135	10	*	X11442	7538	39897487	39900052	2566	+	351	upstream	351	ZFP36
chr19	39936283	39936292	10	*	X11443	6829	39936186	39967308	31123	+	0	inside	96	SUPT5H
chr19	39988778	39988788	11	*	X11444	10683	39989557	39999121	9565	+	768	upstream	768	DLL3
chr19	39989079	39989090	12	*	X11445	10683	39989557	39999121	9565	+	466	upstream	466	DLL3
chr19	39989171	39989180	10	*	X11446	10683	39989557	39999121	9565	+	376	upstream	376	DLL3
chr19	39989313	39989321	9	*	X11447	10683	39989557	39999121	9565	+	235	upstream	235	DLL3
chr19	40005551	40005560	10	*	X11448	348303	40005753	40011326	5574	+	192	upstream	192	SELENOV
chr19	40030799	40030810	12	*	X11449	163126	40029447	40030838	1392	-	0	inside	27	EID2
chr19	40337101	40337110	10	*	X11453	2091	40325093	40337054	11962	-	46	upstream	46	FBL
chr19	40502543	40502552	10	*	X11454	339327	40502943	40523514	20572	+	390	upstream	390	ZNF546
chr19	40502611	40502622	12	*	X11455	339327	40502943	40523514	20572	+	320	upstream	320	ZNF546
chr19	40502892	40502901	10	*	X11456	339327	40502943	40523514	20572	+	41	upstream	41	ZNF546
chr19	40503236	40503252	17	*	X11457	339327	40502943	40523514	20572	+	0	inside	292	ZNF546
chr19	40561865	40561874	10	*	X11458	163131	40534167	40562115	27949	-	0	inside	240	ZNF780B
chr19	40561929	40561942	14	*	X11459	163131	40534167	40562115	27949	-	0	inside	172	ZNF780B
chr19	40596583	40596592	10	*	X11462	284323	40575059	40596845	21787	-	0	inside	252	ZNF780A
chr19	40596645	40596658	14	*	X11463	284323	40575059	40596845	21787	-	0	inside	186	ZNF780A
chr19	40732638	40732648	11	*	X11467	79935	40728115	40732597	4483	-	40	upstream	40	CCNP
chr19	40972094	40972106	13	*	X11468	57731	40972148	41082365	110218	+	41	upstream	41	SPTBN4
chr19	40972094	40972106	13	*	X11468	645	40953691	40971725	18035	-	368	upstream	368	BLVRB
chr19	40972246	40972255	10	*	X11469	57731	40972148	41082365	110218	+	0	inside	97	SPTBN4
chr19	40972246	40972255	10	*	X11469	645	40953691	40971725	18035	-	520	upstream	520	BLVRB
chr19	40973281	40973289	9	*	X11470	645	40953691	40971725	18035	-	1555	upstream	1555	BLVRB
chr19	41196521	41196531	11	*	X11482	9253	41171812	41196556	24745	-	0	inside	24	NUMBL
chr19	41197213	41197221	9	*	X11483	9253	41171812	41196556	24745	-	656	upstream	656	NUMBL
chr19	41221752	41221787	36	*	X11484	80271	41223008	41246765	23758	+	1220	upstream	1220	ITPKC
chr19	41698742	41698755	14	*	X11486	29785	41699115	41713444	14330	+	359	upstream	359	CYP2S1
chr19	41724663	41724709	47	*	X11487	558	41725108	41767671	42564	+	398	upstream	398	AXL
chr19	41767897	41767917	21	*	X11490	11100	41768391	41813811	45421	+	473	upstream	473	HNRNPUL1
chr19	41816150	41816158	9	*	X11492	90324	41816094	41830788	14695	+	0	inside	55	CCDC97
chr19	41903309	41903319	11	*	X11497	56915	41892276	41903256	10981	-	52	upstream	52	EXOSC5
chr19	41945917	41945925	9	*	X11498	55101	41937223	41945843	8621	-	73	upstream	73	DMAC2
chr19	42498337	42498345	9	*	X11505	478	42470734	42498428	27695	-	0	inside	82	ATP1A3
